500 4990 
371 373 1
371 443 1
371 493 1
372 500 1
372 489 1
372 483 1
372 456 1
372 434 1
373 496 1
373 456 1
373 401 1
373 413 1
373 480 1
373 442 1
373 460 1
374 413 1
374 487 1
375 500 1
375 446 1
375 398 1
375 484 1
375 440 1
375 400 1
375 450 1
375 422 1
375 412 1
376 452 1
376 440 1
376 458 1
376 494 1
376 468 1
376 497 1
376 490 1
376 434 1
376 437 1
377 482 1
377 472 1
377 378 1
377 395 1
377 416 1
377 448 1
378 471 1
378 426 1
378 443 1
378 405 1
378 453 1
378 455 1
378 439 1
378 416 1
379 436 1
379 493 1
379 429 1
379 409 1
379 473 1
379 447 1
380 497 1
380 436 1
381 447 1
381 498 1
381 490 1
381 437 1
381 464 1
381 481 1
381 453 1
382 417 1
382 442 1
382 387 1
383 418 1
383 447 1
383 498 1
383 430 1
383 387 1
383 500 1
383 415 1
383 453 1
384 403 1
384 480 1
384 423 1
384 454 1
384 446 1
384 419 1
385 461 1
385 399 1
385 430 1
386 467 1
386 394 1
386 460 1
386 486 1
386 485 1
386 393 1
387 455 1
387 428 1
387 425 1
387 431 1
387 423 1
387 413 1
388 453 1
388 457 1
388 478 1
388 485 1
388 418 1
388 497 1
389 443 1
389 474 1
389 399 1
389 500 1
389 393 1
390 468 1
390 416 1
391 441 1
392 484 1
392 441 1
393 406 1
393 394 1
393 468 1
393 498 1
393 441 1
393 486 1
393 405 1
394 418 1
394 424 1
395 403 1
396 471 1
397 400 1
397 447 1
397 441 1
397 415 1
397 405 1
398 452 1
398 412 1
398 431 1
398 471 1
399 451 1
399 497 1
399 410 1
399 452 1
399 424 1
399 416 1
399 441 1
399 434 1
400 422 1
400 408 1
400 419 1
401 472 1
401 420 1
401 473 1
402 454 1
402 406 1
402 484 1
402 403 1
402 417 1
402 497 1
402 491 1
403 431 1
403 497 1
403 448 1
403 418 1
404 446 1
404 450 1
404 423 1
404 434 1
404 468 1
404 448 1
404 471 1
404 461 1
405 464 1
405 486 1
405 425 1
405 419 1
405 437 1
406 452 1
406 411 1
406 409 1
407 480 1
407 469 1
407 496 1
407 490 1
407 437 1
408 472 1
408 428 1
409 454 1
409 494 1
409 479 1
409 497 1
410 454 1
410 477 1
410 441 1
410 420 1
411 486 1
411 448 1
411 429 1
412 482 1
413 462 1
413 442 1
413 436 1
413 433 1
413 489 1
414 475 1
414 471 1
414 472 1
415 420 1
415 442 1
416 463 1
416 440 1
416 454 1
417 464 1
417 419 1
418 464 1
418 446 1
418 492 1
418 469 1
419 465 1
419 430 1
420 467 1
421 489 1
421 433 1
421 450 1
421 465 1
422 432 1
422 450 1
422 442 1
423 444 1
423 424 1
423 488 1
423 470 1
424 460 1
424 435 1
424 483 1
425 497 1
425 494 1
425 493 1
426 488 1
426 455 1
426 475 1
426 437 1
426 464 1
426 489 1
427 442 1
427 466 1
428 494 1
428 441 1
428 489 1
429 459 1
430 441 1
431 472 1
431 445 1
431 482 1
431 441 1
432 442 1
432 462 1
432 446 1
432 451 1
432 439 1
433 469 1
434 466 1
435 488 1
435 478 1
437 473 1
437 458 1
437 485 1
437 471 1
437 478 1
438 467 1
438 456 1
439 498 1
439 470 1
439 445 1
440 493 1
440 448 1
440 471 1
440 497 1
440 456 1
442 485 1
442 487 1
442 463 1
443 460 1
443 488 1
443 491 1
444 500 1
444 473 1
445 465 1
445 498 1
445 463 1
447 497 1
448 487 1
449 493 1
450 487 1
451 463 1
451 499 1
451 470 1
451 461 1
451 475 1
453 499 1
453 458 1
454 467 1
454 473 1
454 496 1
456 492 1
456 461 1
456 494 1
457 500 1
458 470 1
460 498 1
461 496 1
463 500 1
465 486 1
465 483 1
465 500 1
466 485 1
467 486 1
468 481 1
468 474 1
469 497 1
469 473 1
470 491 1
470 496 1
472 496 1
472 473 1
473 488 1
481 490 1
481 488 1
484 500 1
487 493 1
488 491 1
491 500 1
491 499 1
496 498 1
